zipcode,rate
36064,235.65
36065,235.65
35087,184.97
35760,184.97
35775,184.97
35673,184.97
35699,184.97
35670,184.97
35754,184.97
35601,184.97
35602,184.97
35603,184.97
35609,184.97
35619,184.97
35621,184.97
35622,184.97
35640,184.97
35019,184.97
35016,184.97
35179,184.97
35175,184.97
36759,248.03
36701,248.03
36786,248.03
36703,248.03
36765,248.03
35034,248.03
35042,248.03
36744,248.03
36756,248.03
35471,248.03
35481,248.03
35574,248.03
35555,248.03
35461,248.03
35466,248.03
35442,248.03
35447,248.03
35576,248.03
36005,248.03
36010,248.03
36034,248.03
36035,248.03
36049,248.03
36069,248.03
36079,248.03
36082,248.03
36081,248.03
36258,248.03
36264,248.03
36263,248.03
36266,248.03
36274,248.03
36276,248.03
36278,248.03
36280,248.03
36871,166.13
36877,166.13
36860,166.13
36870,166.13
36851,166.13
36804,166.13
36027,166.13
36859,166.13
36875,166.13
36874,166.13
36869,166.13
36858,166.13
36868,166.13
36856,166.13
36867,166.13
35094,195.66
35112,195.66
35121,195.66
35120,195.66
35133,195.66
35131,195.66
35125,195.66
35128,195.66
35135,195.66
35146,195.66
35173,195.66
35987,195.66
35054,195.66
35052,195.66
35004,195.66
35178,195.66
35182,195.66
35953,195.66
35972,195.66
35078,195.66
35080,195.66
35094,195.66
35114,195.66
35124,195.66
35115,195.66
35128,195.66
35137,195.66
35144,195.66
35143,195.66
35147,195.66
35216,195.66
35035,195.66
35040,195.66
35043,195.66
35051,195.66
35243,195.66
35238,195.66
35242,195.66
35244,195.66
35007,195.66
35022,195.66
35178,195.66
35187,195.66
35186,195.66
35185,195.66
35176,195.66
36907,248.03
36901,248.03
35477,248.03
36922,248.03
36925,248.03
35470,248.03
35460,248.03
35459,248.03
35464,248.03
35442,248.03
35151,248.03
35096,248.03
35150,248.03
35149,248.03
35161,248.03
35160,248.03
35072,248.03
35032,248.03
36260,248.03
35044,248.03
36268,248.03
35014,248.03
36203,248.03
35072,248.03
35089,248.03
36879,248.03
36861,248.03
36853,248.03
36023,248.03
36866,248.03
36850,248.03
36078,248.03
36256,248.03
36255,248.03
35010,248.03
35011,248.03
36276,248.03
35111,221.63
35473,221.63
35475,221.63
35474,221.63
35456,221.63
35476,221.63
35480,221.63
35478,221.63
35482,221.63
35487,221.63
35485,221.63
35490,221.63
35486,221.63
35546,221.63
35574,221.63
35555,221.63
35469,221.63
35468,221.63
35405,221.63
35404,221.63
35458,221.63
35466,221.63
35457,221.63
35453,221.63
35463,221.63
35402,221.63
35401,221.63
35006,221.63
35403,221.63
35406,221.63
35184,221.63
35440,221.63
35446,221.63
35407,221.63
35444,221.63
35188,221.63
35579,221.63
35449,221.63
35452,221.63
35130,195.66
35148,195.66
35554,195.66
35573,195.66
35501,195.66
35502,195.66
35504,195.66
35503,195.66
35546,195.66
35550,195.66
35549,195.66
35062,195.66
35063,195.66
35587,195.66
35033,195.66
35038,195.66
35006,195.66
35580,195.66
35579,195.66
35578,195.66
35555,195.66
35560,195.66
35584,195.66
36553,248.03
36569,248.03
36585,248.03
36584,248.03
36581,248.03
36583,248.03
36529,248.03
36539,248.03
36538,248.03
36548,248.03
36513,248.03
36558,248.03
36518,248.03
36556,248.03
36522,248.03
36435,248.03
36768,248.03
36784,248.03
36751,248.03
36728,248.03
36030,248.03
36726,248.03
36753,248.03
36769,248.03
36766,248.03
36761,248.03
36720,248.03
36723,248.03
36721,248.03
36722,248.03
36741,248.03
35098,248.03
35565,248.03
35572,248.03
35540,248.03
35553,248.03
35503,248.03
35541,248.03
35551,248.03
35575,248.03
35053,248.03
35578,248.03
35577,248.03
86544,166.13
86556,166.13
86540,166.13
86512,166.13
85932,166.13
86545,166.13
86547,166.13
85927,166.13
85940,166.13
86028,166.13
86511,166.13
85938,166.13
85930,166.13
85920,166.13
86506,166.13
85924,166.13
86515,166.13
86503,166.13
86502,166.13
86505,166.13
86504,166.13
85925,166.13
86514,166.13
86538,166.13
85936,166.13
86508,166.13
86535,166.13
86507,166.13
85671,209.35
85632,209.35
85670,209.35
85609,209.35
85602,209.35
85643,209.35
85617,209.35
85616,209.35
85615,209.35
85635,209.35
85608,209.35
85630,209.35
85644,209.35
85605,209.35
85620,209.35
85603,209.35
85607,209.35
85650,209.35
85627,209.35
85606,209.35
85636,209.35
85626,209.35
85625,209.35
85611,209.35
85655,209.35
85610,209.35
85638,209.35
85613,209.35
86336,166.13
86002,166.13
86024,166.13
86036,166.13
86022,166.13
86018,166.13
86040,166.13
86023,166.13
86003,166.13
86339,166.13
85931,166.13
86046,166.13
86020,166.13
86017,166.13
86004,166.13
86035,166.13
86045,166.13
86005,166.13
86038,166.13
86016,166.13
86435,166.13
86001,166.13
86053,166.13
86044,166.13
86015,166.13
86011,166.13
86052,166.13
85553,184.97
85502,184.97
85554,184.97
85501,184.97
85542,184.97
85541,184.97
85192,184.97
85547,184.97
85532,184.97
85545,184.97
85544,184.97
85135,184.97
85550,184.97
85539,184.97
85643,209.35
85548,209.35
85543,209.35
85531,209.35
85530,209.35
85546,209.35
85535,209.35
85552,209.35
85551,209.35
85536,209.35
85922,209.35
85533,209.35
85534,209.35
85540,209.35
85344,195.66
85359,195.66
85346,195.66
85371,195.66
85348,195.66
85357,195.66
85334,195.66
85325,195.66
85328,195.66
85248,166.13
85337,166.13
85064,166.13
85208,166.13
85202,166.13
85023,166.13
85018,166.13
85039,166.13
85297,166.13
85271,166.13
85016,166.13
85046,166.13
85061,166.13
85043,166.13
85373,166.13
85007,166.13
85038,166.13
85214,166.13
85075,166.13
85063,166.13
85331,166.13
85295,166.13
85236,166.13
85062,166.13
85376,166.13
85033,166.13
85305,166.13
85006,166.13
85065,166.13
85234,166.13
85040,166.13
85275,166.13
85001,166.13
85032,166.13
85269,166.13
85042,166.13
85323,166.13
85259,166.13
85074,166.13
85066,166.13
85396,166.13
85287,166.13
85031,166.13
85069,166.13
85041,166.13
85002,166.13
85268,166.13
85003,166.13
85067,166.13
85068,166.13
85306,166.13
85213,166.13
85210,166.13
85224,166.13
85072,166.13
85284,166.13
85004,166.13
85286,166.13
85071,166.13
85070,166.13
85073,166.13
85372,166.13
85005,166.13
85285,166.13
85207,166.13
85019,166.13
85216,166.13
85097,166.13
85045,166.13
85333,166.13
85258,166.13
85082,166.13
85296,166.13
85076,166.13
85037,166.13
85322,166.13
85022,166.13
85358,166.13
85008,166.13
85080,166.13
85310,166.13
85078,166.13
85375,166.13
85127,166.13
85079,166.13
85190,166.13
85257,166.13
85353,166.13
85307,166.13
85201,166.13
85309,166.13
85351,166.13
85246,166.13
85010,166.13
85209,166.13
85308,166.13
85086,166.13
85085,166.13
85009,166.13
85015,166.13
85087,166.13
85083,166.13
85299,166.13
85377,166.13
85021,166.13
85244,166.13
85044,166.13
85274,166.13
85020,166.13
85318,166.13
85014,166.13
85119,166.13
85354,166.13
85335,166.13
85311,166.13
85011,166.13
85098,166.13
85320,166.13
85312,166.13
85355,166.13
85374,166.13
85036,166.13
85013,166.13
85035,166.13
85120,166.13
85012,166.13
85215,166.13
85034,166.13
85381,166.13
85017,166.13
85256,166.13
85051,166.13
85048,166.13
85345,166.13
85139,166.13
85212,166.13
85338,166.13
85361,166.13
85380,166.13
85385,166.13
85304,166.13
85379,166.13
85395,166.13
85025,166.13
85030,166.13
85060,166.13
85378,166.13
85298,166.13
85383,166.13
85326,166.13
85206,166.13
85233,166.13
85260,166.13
85382,166.13
85211,166.13
85261,166.13
85283,166.13
85363,166.13
85267,166.13
85277,166.13
85024,166.13
85203,166.13
85280,166.13
85301,166.13
85329,166.13
85340,166.13
85303,166.13
85050,166.13
85205,166.13
85251,166.13
85255,166.13
85226,166.13
85266,166.13
85053,166.13
85225,166.13
85204,166.13
85250,166.13
85029,166.13
85339,166.13
85054,166.13
85249,166.13
85392,166.13
85282,166.13
85388,166.13
85343,166.13
85262,166.13
85327,166.13
85264,166.13
85281,166.13
85254,166.13
85142,166.13
85028,166.13
85387,166.13
85302,166.13
85342,166.13
85027,166.13
85390,166.13
85253,166.13
85263,166.13
85026,166.13
85252,166.13
86446,166.13
86411,166.13
86443,166.13
86432,166.13
86442,166.13
86406,166.13
86409,166.13
86427,166.13
86412,166.13
86431,166.13
86445,166.13
86413,166.13
86426,166.13
86444,166.13
86429,166.13
86430,166.13
86441,166.13
86405,166.13
85360,166.13
86436,166.13
86021,166.13
86433,166.13
86434,166.13
86403,166.13
86404,166.13
86440,166.13
86401,166.13
86437,166.13
86402,166.13
86439,166.13
86438,166.13
85941,166.13
86047,166.13
85929,166.13
85926,166.13
85928,166.13
86039,166.13
85901,166.13
86025,166.13
86029,166.13
85912,166.13
85939,166.13
86510,166.13
85933,166.13
86031,166.13
85942,166.13
86034,166.13
85937,166.13
85923,166.13
86030,166.13
86520,166.13
86033,166.13
86042,166.13
85934,166.13
85935,166.13
85911,166.13
86054,166.13
86043,166.13
85902,166.13
86032,166.13
85619,165.50
85756,165.50
85714,165.50
85731,165.50
85751,165.50
85601,165.50
85750,165.50
85602,165.50
85653,165.50
85702,165.50
85732,165.50
85713,165.50
85701,165.50
85755,165.50
85712,165.50
85754,165.50
85703,165.50
85641,165.50
85705,165.50
85706,165.50
85704,165.50
85752,165.50
85709,165.50
85708,165.50
85707,165.50
85711,165.50
85710,165.50
85723,165.50
85652,165.50
85717,165.50
85757,165.50
85715,165.50
85716,165.50
85634,165.50
85730,165.50
85775,165.50
85721,165.50
85720,165.50
85722,165.50
85719,165.50
85718,165.50
85321,165.50
85728,165.50
85633,165.50
85724,165.50
85726,165.50
85622,165.50
85725,165.50
85654,165.50
85742,165.50
85733,165.50
85734,165.50
85614,165.50
85611,165.50
85748,165.50
85736,165.50
85749,165.50
85741,165.50
85637,165.50
85735,165.50
85658,165.50
85738,165.50
85645,165.50
85740,165.50
85737,165.50
85739,165.50
85629,165.50
85743,165.50
85639,165.50
85747,165.50
85746,165.50
85745,165.50
85744,165.50
85341,165.50
85139,184.97
85128,184.97
85623,184.97
85172,184.97
85212,184.97
85618,184.97
85191,184.97
85602,184.97
85192,184.97
85123,184.97
85119,184.97
85118,184.97
85117,184.97
85122,184.97
85193,184.97
85120,184.97
85194,184.97
85121,184.97
85131,184.97
85658,184.97
85248,184.97
85653,184.97
85631,184.97
85130,184.97
85138,184.97
85132,184.97
85178,184.97
85137,184.97
85739,184.97
85141,184.97
85140,184.97
85539,184.97
85173,184.97
85143,184.97
85142,184.97
85145,184.97
85147,184.97
85640,165.50
85648,165.50
85621,165.50
85662,165.50
85645,165.50
85624,165.50
85646,165.50
85637,165.50
85611,165.50
85628,165.50
86336,184.97
86320,184.97
86329,184.97
86343,184.97
86312,184.97
86315,184.97
86302,184.97
86327,184.97
86303,184.97
86305,184.97
86342,184.97
86338,184.97
85332,184.97
86337,184.97
86304,184.97
86314,184.97
86341,184.97
86313,184.97
86340,184.97
85324,184.97
86323,184.97
86335,184.97
86326,184.97
86301,184.97
86332,184.97
86321,184.97
86322,184.97
86331,184.97
85362,184.97
86324,184.97
86333,184.97
86325,184.97
86334,184.97
86351,184.97
85390,184.97
85347,195.66
85349,195.66
85336,195.66
85350,195.66
85352,195.66
85333,195.66
85356,195.66
85369,195.66
85364,195.66
85367,195.66
85365,195.66
85366,195.66
72134,184.97
72175,184.97
72048,184.97
72055,184.97
72140,184.97
72160,184.97
72073,184.97
72003,184.97
72026,184.97
72038,184.97
72042,184.97
72166,184.97
72554,184.97
71661,184.97
71663,184.97
71676,184.97
71646,184.97
71635,184.97
71642,184.97
71220,184.97
71658,184.97
72658,195.66
72519,195.66
72642,195.66
72537,195.66
72617,195.66
72538,195.66
72659,195.66
72531,195.66
72623,195.66
72544,195.66
72635,195.66
72654,195.66
72651,195.66
72653,195.66
72626,195.66
72734,195.66
72756,195.66
72738,195.66
72747,195.66
74346,195.66
72739,195.66
72722,195.66
72732,195.66
72715,195.66
72768,195.66
72761,195.66
72764,195.66
72745,195.66
72758,195.66
72757,195.66
72712,195.66
72714,195.66
72711,195.66
72718,195.66
72733,195.66
72736,195.66
72716,195.66
72762,195.66
72751,195.66
72719,195.66
72704,195.66
65739,195.66
72630,195.66
72644,195.66
72611,195.66
72682,195.66
72602,195.66
72633,195.66
72685,195.66
72662,195.66
72615,195.66
72601,195.66
71631,184.97
71660,184.97
71651,184.97
71647,184.97
71256,184.97
71671,184.97
71675,184.97
71766,165.50
71742,165.50
71744,165.50
71701,165.50
71720,165.50
71745,165.50
72632,195.66
72740,195.66
72611,195.66
72631,195.66
72638,195.66
72662,195.66
72616,195.66
72624,195.66
72660,195.66
72613,195.66
71640,184.97
71661,184.97
71663,184.97
71653,184.97
71638,184.97
71676,184.97
71772,166.13
71999,166.13
71943,166.13
71721,166.13
71921,166.13
71728,166.13
71920,166.13
71929,166.13
71962,166.13
71998,166.13
71743,166.13
71763,166.13
71923,166.13
72424,184.97
72456,184.97
72430,184.97
72422,184.97
72435,184.97
72454,184.97
72464,184.97
72413,184.97
72470,184.97
72436,184.97
72441,184.97
72461,184.97
72450,184.97
72453,184.97
72550,166.13
72088,166.13
72545,166.13
72530,166.13
72153,166.13
72523,166.13
72137,166.13
72534,166.13
72546,166.13
72044,166.13
72179,166.13
72067,166.13
72131,166.13
72130,166.13
72143,166.13
72121,166.13
72543,166.13
72581,166.13
71660,184.97
71665,184.97
71725,184.97
71667,184.97
71671,184.97
71652,184.97
71603,184.97
71770,165.50
71764,165.50
71044,165.50
71860,165.50
71752,165.50
71753,165.50
71861,165.50
71754,165.50
71740,165.50
72823,166.13
72157,166.13
72080,166.13
72025,166.13
72156,166.13
72001,166.13
72110,166.13
72013,166.13
72125,166.13
72027,166.13
72127,166.13
72107,166.13
72030,166.13
72063,166.13
72031,166.13
72403,184.97
72427,184.97
72472,184.97
72417,184.97
72411,184.97
72402,184.97
72404,184.97
72437,184.97
72416,184.97
72476,184.97
72414,184.97
72438,184.97
72419,184.97
72467,184.97
72479,184.97
72450,184.97
72447,184.97
72401,184.97
72421,184.97
72952,209.35
72774,209.35
72956,209.35
72947,209.35
72753,209.35
72921,209.35
72955,209.35
72935,209.35
72957,209.35
72959,209.35
72948,209.35
72934,209.35
72932,209.35
72946,209.35
72364,184.97
72332,184.97
72346,184.97
72331,184.97
72376,184.97
72348,184.97
72386,184.97
72384,184.97
72325,184.97
72303,184.97
72301,184.97
72327,184.97
72339,184.97
72429,184.97
72331,184.97
72373,184.97
72346,184.97
72347,184.97
72101,184.97
72396,184.97
72324,184.97
72387,184.97
72326,184.97
72084,184.97
71748,184.97
71256,184.97
71763,184.97
71725,184.97
71742,184.97
71720,184.97
71923,184.97
71639,184.97
71643,184.97
71662,184.97
71638,184.97
71666,184.97
71630,184.97
71670,184.97
71654,184.97
72379,184.97
71674,184.97
71638,184.97
71642,184.97
71656,184.97
71667,184.97
71646,184.97
71675,184.97
71671,184.97
71670,184.97
71655,184.97
71657,184.97
71677,184.97
72035,166.13
72113,166.13
72173,166.13
72034,166.13
72039,166.13
72027,166.13
72106,166.13
72181,166.13
72058,166.13
72045,166.13
72047,166.13
72120,166.13
72033,166.13
72111,166.13
72032,166.13
72131,166.13
72023,166.13
72061,166.13
72076,166.13
72928,209.35
72721,209.35
72930,209.35
72727,209.35
72933,209.35
72820,209.35
72949,209.35
72821,209.35
72959,209.35
72941,209.35
72947,209.35
72951,209.35
72946,209.35
72513,184.97
72578,184.97
72587,184.97
72531,184.97
72515,184.97
72520,184.97
72544,184.97
72542,184.97
72583,184.97
72539,184.97
